"tweetid","username","tweet","created_at","place","location","classification"
"327","tunnelsandtrees","I love it when he played every game and won everything but didn't even score a home goal. A striker! Liverpool football is not for simp.","2020-07-11 19:14:49",NULL,"Alor Star, Kedah","neutral"
"328","txnise","- when what’s important to me is important to them
- they want to keep God at the center of our relationship no matter what 
- they remember the little things I have said
- when things feel so ...natural . No force","2020-07-11 19:14:49",NULL,"Atlanta, GA","neutral"
"329","onalempho11","Having bean curry and rice, mixed it all together in the bowl ans remembered something I once read about how you eat says alot about you. Lol, I think it's accurate. https://t.co/wvsqvz25CT","2020-07-11 19:14:49",NULL,"The London.","neutral"
"330","_Bossman_Tae","Imma very cordial person ????????‍♂️. I’m not hard to talk to. I’ve always been this way. Why fake beef when we can just talk da shit out or hash it out ????. Stop being childish.","2020-07-11 19:14:50",NULL,"The District Of Columbia (Dc)","neutral"
"331","xnargess","Hope everyone is doing ok! Just wanted to let you know that Syco Music and I have agreed to part ways. I'm really excited for the future and to be back in the studio writing the next album. Can't wait to finally see you all on tour!!
Stay safe and see you soon, Louis x","2020-07-11 19:14:50",NULL,NULL,"neutral"
"332","allinewns","Janner seagulls are savages ???????? I’m traumatised ...  waaaaaaaa I love that little squirrel ☺️☺️ #wildlifefrommywindow #Plymouth #SeagullsNeedToChill https://t.co/akTnKGQJ1o","2020-07-11 19:14:52","United Kingdom","plymouth , uk","neutral"
"333","kishikujo","they gave me: 16
i am: 14
they gave me: bi
i am: gay!
they gave me: alt but. really cool 
i am: ig im alt??
they gave me: 5’5
i am: 5'3
they gave me: jjba
i am: yepp
drop an emoji n i’ll tell u what i think based on ur acc","2020-07-11 19:14:52",NULL,"read carrd byf|he/fae/????/????","neutral"
"334","littleenbywitch","tw mention of a cut

I accidentally cut myself on part of my fridge (don’t ask) and it looks like a cat scratched me minus the allergic reaction part","2020-07-11 19:14:52",NULL,"16","neutral"
"335","TCIIIESQ","When I see tweets like this...I always get confused as to how people think others get extremely wealthy in the first place...","2020-07-11 19:14:53",NULL,"Milwaukee, WI","neutral"
"336","EleGoldoni16","Thank you, I will wear the colors of Napoli with pride and fight well up, I will be another hobby of Napoli and Femminile, your lack in Napoli would be a good player.","2020-07-11 19:14:53",NULL,"Italia, Milán","neutral"
"337","_punkybrewster","I want the video without the audio. Every last one of them B E A U T I F U L! ????✨???? Put a song on there that honors these ladies and all their beauty!! Niggas is sick with that light skin shit. It make me wanna throw the fuck up!!","2020-07-11 19:14:53",NULL,"Mo City, Tx","neutral"
"338","DICK_CANNON","Through my life I have learned that there are two types of Money. There is Money and then there's REAL MONEY. Real Money cannot fit in your pocket and needs to be exchanged through wire transfers or Certified Bank Checks.","2020-07-11 19:14:53",NULL,"Outchea ","neutral"
"339","missingnialler","Hope everyone is doing ok! Just wanted to let you know that Syco Music and I have agreed to part ways. I'm really excited for the future and to be back in the studio writing the next album. Can't wait to finally see you all on tour!!
Stay safe and see you soon, Louis x","2020-07-11 19:14:54",NULL,"22","neutral"
"340","strathven","Also I say all this knowing full well that one of my absolute favorite games is stealth horror, but tbf, SOMA's monster encounters are few and far between and forgiving enough that you shouldn't have to repeat them much, and the game is terrifying in a LOT of different ways :&gt;","2020-07-11 19:14:54",NULL,NULL,"neutral"
"341","CFCMorgann","I swear I’ve seen 4 accounts today be racist then delete it and come back and say I’m sorry didn’t mean it 

You can’t just say shit like that then come back and  say oh I’m sorry I didn’t mean it and won’t do it again it doesn’t work like that you horrible racists , Scum","2020-07-11 19:14:54",NULL,NULL,"neutral"
"342","tivadinc","Sophie, I love it when people use the phrase 'under educated' to imply that they are higher and mightier than though; of which they have no impirical knowledge of.  Oh boy, now I've opened myself up to me smarty pants criticising me ???? poor liberals https://t.co/egbzU0c4Aw","2020-07-11 19:14:55","United States","United States","neutral"
"343","NtsikaScottSA","From what I picked up on the red table, they had an agreement and Jada lied, hence he said ""ima get you back"". Somewhere somehow, Will feels betrayed/tricked.","2020-07-11 19:14:55",NULL,"Nelson Mandela Bay ","neutral"
"344","willmsv157","What #trainers do I buy? Need some help! Versace, Dolce &amp; Gabbana, Gucci, Alexander McQueen? #fashion #desginer #luxurylifestyle #style #poll","2020-07-11 19:14:55",NULL,"Leamington Spa, United Kingdom","neutral"
"345","samuriadi","i wear a welding hood to protect my face for 8-9 hours a day 5 times a week while its 95 outside and 115+ inside

YOU CAN WEAR A MASK FOR 20 MIN","2020-07-11 19:14:55",NULL,NULL,"neutral"
"346","zero__mlqc","Im clearing chaps 14+ in cn at full speed but i couldnt not stop and read this part again (for the 8162th time now) i love he so much im gonna cry https://t.co/qelozuHfi5","2020-07-11 19:14:56",NULL,NULL,"neutral"
"347","_silent_stars_","I was barely able to watch it all the way through, and my entire family uses it to determine how bad a movie is. If it isn't worse than Time Bandits, its bearable. The reviews say its good but my entire family strongly disagrees. Thanks for consideration,","2020-07-11 19:14:56",NULL,"The closet","neutral"
"348","Ronberr27734234","I'll say again. 
Why do cov id 19
And 5g sickness
Have so many things in common?
Lisa haven tells of 2nd cov id wave... 
https://t.co/XmYWzOGGTU","2020-07-11 19:14:56",NULL,"Ohio, USA","neutral"
"349","phoenixxsixx","Captains log day 161:

One of my favorite games of all time. I just bought it and now I also need it to come to the switch ???? https://t.co/ZHpubEuXYb","2020-07-11 19:14:57",NULL,NULL,"neutral"
"350","RichardScheinin","An old friend just said this: “Listening to Stan Getz mesmerizes me. I think you could remove my appendix and I wouldn’t notice.” https://t.co/sA8NH6nONy","2020-07-11 19:14:58",NULL,"Based in Santa Fe, NM","neutral"
"351","jimmy_hofa","One thing I'll appreciate about salman is Idhar covid spread hona start hua and bhai seedha farm house nikal gaya bilkul city ke outskirts, bahar ki duniya se contact hi nahi bilkul. Smart bhoiii.","2020-07-11 19:14:58","India","RAJNEESHPURAM","neutral"
"352","AugustSpamms","bitches be pressed them niggas be blocking me for no reason that shit is crazy asf and hilarious but I don't give a damn about that shit that's exactly why I'm about to deactivate my account fuck all of y'all haters and doubters fake ass bitches","2020-07-11 19:14:58",NULL,"LOVE ????????","neutral"
"353","honeybooper","I love that because of troggs refusing to wear masks, I feel like I have to choose between going to the ER and staying home to avoid risking the health of my elderly mother and grandmother.","2020-07-11 19:14:59",NULL,"United States","neutral"
"354","notchaybutchai","I started relapsing and spiraling into depression during my freshman year in college. I tried my best to stay out of any vices or trouble back then, although I was already learning very very unhealthy coping mechanisms, particularly self-harm...","2020-07-11 19:14:59",NULL,NULL,"neutral"
"355","NaturalQueenC","Y’all kept asking so I’m providing!!! Girl on girl I’m tapping that ass you don’t wanna miss this https://t.co/W5hEJppWcx https://t.co/cLL2wGgsjA","2020-07-11 19:14:59",NULL,"Los Angeles/ Atlanta/ Miami","neutral"
"357","MemesEddy","I thought after hearing entanglement then everything is over until a certain chap told me ""okimanyi nti masturbating using yoghurt is more enjoyable than when you use lotion"" awo wenkomye okutegela???????????????? https://t.co/2kRtQkm4As","2020-07-11 19:15:00",NULL,NULL,"neutral"
"358","HEAD_ORACLE01","I am sha in a shattered state now ,

I have actually tried my best, if it's not good enough then I can't kill myself,  

let's try my old combo, Pammy and legend","2020-07-11 19:15:01","Nigeria","EVERYWHERE","neutral"
"359","Karmanxlla","I wonder how many people lowkey have thought lillie and i are in some type of relationship or have a onesided crush because of how we act LMAO","2020-07-11 19:14:57",NULL,"the homosexual bathroom","neutral"
"360","PlatformFeels","On the flip side of this, I lived with three awful dudes in college bc they wrote a pretty funny Craigslist post about how they had a hello kitty vacuum, so I am by no means a good judge of potential-roommate character.","2020-07-11 19:15:01",NULL,NULL,"neutral"
"361","Toonyyx666","I had a dream where I was looking for soup only to have some coworker show up with some weird chemicals changing from clear to black pretending to drink it. I drank it and shocked everyone and not only did I cough blood but I was getting high as in my mind. I started to feel like","2020-07-11 19:15:01",NULL,NULL,"neutral"
"362","tsukasa_qtbot","Hm, I don't quite understand... but Little John's name is derived from those Robin Hood legends, yes? 
 
Why? Is it another one of your whims?","2020-07-11 19:15:00",NULL,"quote count: 463","neutral"
"363","MeliShy00","I got : Pink

Leave a comment and i’ll give you a colour so that you can make a post of four of your biases associated with this colour.

???? https://t.co/HWorzk52wG","2020-07-11 19:15:02",NULL,"????????&????????","neutral"
"364","1KingOfAMERICA1","I just explained is the difference in #TireDraging &amp; #ActualChemicallyTractionControlLiquidTreatment reacting. Lower of 2 lanes treated &amp; upper rubber drag on the surface as chemical translates directly up into contact rolling liquid drenching in both surfaces patch &amp; track too.","2020-07-11 19:15:02",NULL,"Columbus  Ohio","neutral"
"365","Trumpet46565904","Scomo takes a holiday. I doubt anyone will miss him. It's not like he's going to do something useful anyway. At least we know whilst he's away he won't be spending our tax payers dollars on weapons or accuse China of something. We need a break from him!

https://t.co/XSpQuRabtF","2020-07-11 19:15:03",NULL,NULL,"neutral"
"366","Retsialg","Breaking News - Wow! I did not know that there were people still not wearing masks. Starbucks' new mask policy will cover about 8,900 U.S. locations from next week https://t.co/601OWUSKSw","2020-07-11 19:15:03",NULL,"USA","neutral"
"367","CatholicChrist4","Precisely so. We need to build services and small scale institutions that will make the welfare state redundant, one parish at a time.","2020-07-11 19:15:03",NULL,NULL,"neutral"
